3ku3A02,99.5663,0
4o5nA01,88.8317,1.69
4k3xA02,88.088,1.94
3zzlA00,77.5887,10.42
2kerA00,74.7359,8.33
1nlqE00,74.6691,4.92
1ztmA03,72.8015,7.64
4ajyV01,72.649,9.36
1nziA01,72.5879,7.09
2pr9A02,70.8957,7.56
2qdfA02,70.8656,8.13
1xruA01,70.6516,13.77
1ahsA00,70.564,6.81
3pmsA01,70.1625,5.06
1hehC00,69.8424,7.82
4ioiE00,69.3277,5.84
1pgxA00,68.6787,8.16
2wraA00,68.3816,3.78
2hj1A00,68.1167,10.22
3bz5A02,67.9572,10.86
4bv1A00,67.5586,12.85
2dwyB00,67.434,10.21
4hscX04,67.4195,7.1
1yn3A00,66.9591,7.6
2iy2B00,66.8791,7.95
1t3bA01,66.7896,10.41
1df0A03,66.7837,7.08
1amxA00,66.6245,11.04
2g9zB01,66.6204,14.61
2vrqA01,66.5823,14.91
1bmlC03,66.3256,11.56
1hz6B00,66.2877,7.31
1ig0A02,66.2651,12.82
1im3D00,66.2549,13.31
4mj2A01,66.2518,13.31
4b60A02,65.9981,12.9
3nvwA01,65.8347,12.77
1ayoA00,65.7951,9.79
4hu8A01,65.5767,9.19
1xe0C00,65.4206,14.98
1f15B00,65.2066,13.27
1ig3A01,65.169,11.3
4gipD03,65.1677,12.02
3kcpA02,64.901,14.05
2a9dA02,64.8104,12.97
1uwyA02,64.789,9.24
4jcwA02,64.7262,14.09
2l04A00,64.6916,7.79
4m29A01,64.5904,8.96
2qdfA03,64.4847,9.97
1o13A00,64.4712,3.14
1o7dE00,64.3894,12.11
1op4A01,64.3131,11.41
1wh0A01,63.9819,12.9
3k6sA03,63.9081,12.68
3qzbA00,63.8851,13.29
1f00I02,63.8331,13.14
1dg6A00,63.7984,12.83
2jwyA01,63.706,14.37
2w9qA00,63.664,14.41
1xakA00,63.4851,11.01
2xtlA02,63.3249,8.14
2yzjA01,63.1589,14.01
1ok0A00,63.0303,14.84
1r4xA01,62.9553,8.18
3zucA00,62.9477,8.13
1h6uA03,62.9374,14.49
2cu3B00,62.7242,11.86
1lxmA04,62.6367,12.3
2blfA02,62.5879,8.07
4g9fD01,62.4279,8.92
4apxB02,62.3591,12.73
3sxxD02,62.3217,12.48
3fbqA01,62.3106,8.19
2z0uA00,62.3076,10.85
4lukA00,62.2343,14.17
4lniJ01,62.0284,14.64
