n,app,avg_cume_score
65,RUPEE Top-Aligned,3.234185765506942955
66,RUPEE Top-Aligned,3.252324392460163733
67,RUPEE Top-Aligned,3.270631762329905550
68,RUPEE Top-Aligned,3.289140682272324520
69,RUPEE Top-Aligned,3.307885376198905444
70,RUPEE Top-Aligned,3.326749289058864813
71,RUPEE Top-Aligned,3.345749229964056337
72,RUPEE Top-Aligned,3.365228979434271641
73,RUPEE Top-Aligned,3.385047184509629483
74,RUPEE Top-Aligned,3.405370304831178453
75,RUPEE Top-Aligned,3.426018968941877551
76,RUPEE Top-Aligned,3.447123753327518315
77,RUPEE Top-Aligned,3.468564157209405157
78,RUPEE Top-Aligned,3.490341691215775944
79,RUPEE Top-Aligned,3.512716671755889552
80,RUPEE Top-Aligned,3.535329418865438025
81,RUPEE Top-Aligned,3.558383428037081876
82,RUPEE Top-Aligned,3.581997542178191762
83,RUPEE Top-Aligned,3.606335662999101072
84,RUPEE Top-Aligned,3.631147333100759517
85,RUPEE Top-Aligned,3.656393587568659045
86,RUPEE Top-Aligned,3.682208080122683677
87,RUPEE Top-Aligned,3.708620263578363291
88,RUPEE Top-Aligned,3.735853626604812280
89,RUPEE Top-Aligned,3.763553273147924823
90,RUPEE Top-Aligned,3.791947240706798280
91,RUPEE Top-Aligned,3.821120957970352612
92,RUPEE Top-Aligned,3.851047824631634845
93,RUPEE Top-Aligned,3.881695036436356249
94,RUPEE Top-Aligned,3.913383084313224876
95,RUPEE Top-Aligned,3.946407135743888169
96,RUPEE Top-Aligned,3.980909019295005122
97,RUPEE Top-Aligned,4.017703703025099773
98,RUPEE Top-Aligned,4.058250584806985427
99,RUPEE Top-Aligned,4.102320848960003759
100,RUPEE Top-Aligned,4.154812686222683449
1,VAST,1.45315088958290310865
2,VAST,1.72633141116588122751
3,VAST,1.91916662150263720224
4,VAST,2.06255156573107633566
5,VAST,2.18045133710549200995
6,VAST,2.27926745425785008136
7,VAST,2.35900630485999255552
8,VAST,2.42838743718488322838
9,VAST,2.48705133463022355842
10,VAST,2.54181052584262992071
11,VAST,2.59150966304567417512
12,VAST,2.63758649540600912523
13,VAST,2.67948132566356512770
14,VAST,2.71825294326371556187
15,VAST,2.75408262406909434100
16,VAST,2.78764284851534489550
17,VAST,2.81960193624335393404
18,VAST,2.84995066407870896370
19,VAST,2.87897173079098371916
20,VAST,2.90712168778044382990
21,VAST,2.933953688482048641
22,VAST,2.960297012649314414
23,VAST,2.985665305631647341
24,VAST,3.010307348265262237
25,VAST,3.034054080366837243
26,VAST,3.057005446176934126
27,VAST,3.079034189676426137
28,VAST,3.100527524444154675
29,VAST,3.121942589614801879
30,VAST,3.143100958111986516
31,VAST,3.163966493386325583
32,VAST,3.184432850552587575
33,VAST,3.204755190254553489
34,VAST,3.224892421526911820
35,VAST,3.244974400228574990
36,VAST,3.265129912599718738
37,VAST,3.285257552321267976
38,VAST,3.305270292635939610
39,VAST,3.325277719898711479
40,VAST,3.345453388629902936
41,VAST,3.365456199883170527
42,VAST,3.385353234160639800
43,VAST,3.405130830353100643
44,VAST,3.424613505564676439
45,VAST,3.443951772383257280
46,VAST,3.463055142678393076
47,VAST,3.482509443503277080
48,VAST,3.502143702356031481
49,VAST,3.521547446238567959
50,VAST,3.540892121993457671
51,VAST,3.560183740619256917
52,VAST,3.579763982604662881
53,VAST,3.599222400429075118
54,VAST,3.618828411448948012
55,VAST,3.638463374784061516
56,VAST,3.658117688924041188
57,VAST,3.677852865799124903
58,VAST,3.697407142595808071
59,VAST,3.716986224532067477
60,VAST,3.736719663814196144
61,VAST,3.756562015934220849
62,VAST,3.776338466832291811
63,VAST,3.796255488677795513
64,VAST,3.816227181898577718
65,VAST,3.836301525791809667
66,VAST,3.856466876932001185
67,VAST,3.876737948395779596
68,VAST,3.897038726122596382
69,VAST,3.917625802633063858
70,VAST,3.938370927088042800
71,VAST,3.959288893837114664
72,VAST,3.980342262393116856
73,VAST,4.001741079686304668
74,VAST,4.023283456922937233
75,VAST,4.045023701694625483
76,VAST,4.066897490186302463
77,VAST,4.089004173256865970
78,VAST,4.111235839244092020
79,VAST,4.133654775111886924
80,VAST,4.156406564031138295
81,VAST,4.179575838661357022
82,VAST,4.203217826108966451
83,VAST,4.227124339683751426
84,VAST,4.251411249792537611
85,VAST,4.275871460441502588
86,VAST,4.300721049420326977
87,VAST,4.325931831233080943
88,VAST,4.351617299001357924
89,VAST,4.378200482799821540
90,VAST,4.405580141611752760
91,VAST,4.433555309816339517
92,VAST,4.463037224154167927
93,VAST,4.493249431912152246
94,VAST,4.524452506202262535
95,VAST,4.557242630008012596
96,VAST,4.591127857279843227
97,VAST,4.626412378287459669
98,VAST,4.664138776459592167
99,VAST,4.705000397914346015
100,VAST,4.756268270802117594
