n,app,alg,avg_cume_score
10,RUPEE All-Aligned,TM_Q,0.54348344401691527648
11,RUPEE All-Aligned,TM_Q,0.54116436637511391727
12,RUPEE All-Aligned,TM_Q,0.53913135073983778400
13,RUPEE All-Aligned,TM_Q,0.53730149722872207851
14,RUPEE All-Aligned,TM_Q,0.53562813516471381505
15,RUPEE All-Aligned,TM_Q,0.53410391421601236321
16,RUPEE All-Aligned,TM_Q,0.53270413044884603128
17,RUPEE All-Aligned,TM_Q,0.53139440587206690724
18,RUPEE All-Aligned,TM_Q,0.53017589257214560329
19,RUPEE All-Aligned,TM_Q,0.52903068030509154051
20,RUPEE All-Aligned,TM_Q,0.52795305537974762609
21,RUPEE All-Aligned,TM_Q,0.52694415080307027746
22,RUPEE All-Aligned,TM_Q,0.52599653578845175420
23,RUPEE All-Aligned,TM_Q,0.52509583931655031739
24,RUPEE All-Aligned,TM_Q,0.52423762065801570453
25,RUPEE All-Aligned,TM_Q,0.52341140201066640806
26,RUPEE All-Aligned,TM_Q,0.52261535885796859969
27,RUPEE All-Aligned,TM_Q,0.52184802002942067575
28,RUPEE All-Aligned,TM_Q,0.52111033125629787139
29,RUPEE All-Aligned,TM_Q,0.52040001356776399351
30,RUPEE All-Aligned,TM_Q,0.51971269291124207301
31,RUPEE All-Aligned,TM_Q,0.51905056572215513003
32,RUPEE All-Aligned,TM_Q,0.51840237180013179145
33,RUPEE All-Aligned,TM_Q,0.51777414768319533025
34,RUPEE All-Aligned,TM_Q,0.51716026895616975096
35,RUPEE All-Aligned,TM_Q,0.51656055241780176423
36,RUPEE All-Aligned,TM_Q,0.51597990950270720953
37,RUPEE All-Aligned,TM_Q,0.51541552236113007960
38,RUPEE All-Aligned,TM_Q,0.51486447714300955046
39,RUPEE All-Aligned,TM_Q,0.51432663638180573897
40,RUPEE All-Aligned,TM_Q,0.51380058729411396408
41,RUPEE All-Aligned,TM_Q,0.51328929077702218702
42,RUPEE All-Aligned,TM_Q,0.51279145358838184591
43,RUPEE All-Aligned,TM_Q,0.51230539864362208926
44,RUPEE All-Aligned,TM_Q,0.51182965530228397860
45,RUPEE All-Aligned,TM_Q,0.51136248292898001513
46,RUPEE All-Aligned,TM_Q,0.51090330521508934722
47,RUPEE All-Aligned,TM_Q,0.51045532265719979125
48,RUPEE All-Aligned,TM_Q,0.51001653316760749678
49,RUPEE All-Aligned,TM_Q,0.50958777133960672029
50,RUPEE All-Aligned,TM_Q,0.50916821606505243228
51,RUPEE All-Aligned,TM_Q,0.50875674356162712201
52,RUPEE All-Aligned,TM_Q,0.50835348509874949374
53,RUPEE All-Aligned,TM_Q,0.50795729878387921566
54,RUPEE All-Aligned,TM_Q,0.50756839552448082781
55,RUPEE All-Aligned,TM_Q,0.50718471252009014708
56,RUPEE All-Aligned,TM_Q,0.50680423120747926498
57,RUPEE All-Aligned,TM_Q,0.50642882552837457838
58,RUPEE All-Aligned,TM_Q,0.50605565593414167042
59,RUPEE All-Aligned,TM_Q,0.50568420976578506460
60,RUPEE All-Aligned,TM_Q,0.50531584026990734816
61,RUPEE All-Aligned,TM_Q,0.50495160771071927104
62,RUPEE All-Aligned,TM_Q,0.50458911416766084590
63,RUPEE All-Aligned,TM_Q,0.50422905309991628286
64,RUPEE All-Aligned,TM_Q,0.50387316436529991515
65,RUPEE All-Aligned,TM_Q,0.50352300632490603535
66,RUPEE All-Aligned,TM_Q,0.50317746628614258850
67,RUPEE All-Aligned,TM_Q,0.50283662537971344534
68,RUPEE All-Aligned,TM_Q,0.50249943609099294692
69,RUPEE All-Aligned,TM_Q,0.50216716971718276974
70,RUPEE All-Aligned,TM_Q,0.50183856319533473298
71,RUPEE All-Aligned,TM_Q,0.50151324425136792674
72,RUPEE All-Aligned,TM_Q,0.50118827654563877650
73,RUPEE All-Aligned,TM_Q,0.50086494116795242512
74,RUPEE All-Aligned,TM_Q,0.50054462765297923575
75,RUPEE All-Aligned,TM_Q,0.50022842263570425551
76,RUPEE All-Aligned,TM_Q,0.49991604482274036609
77,RUPEE All-Aligned,TM_Q,0.49960653358563658887
78,RUPEE All-Aligned,TM_Q,0.49930103970262622003
79,RUPEE All-Aligned,TM_Q,0.49899942594260690898
80,RUPEE All-Aligned,TM_Q,0.49870092244904068860
81,RUPEE All-Aligned,TM_Q,0.49840600442165161720
82,RUPEE All-Aligned,TM_Q,0.49811389005105683142
83,RUPEE All-Aligned,TM_Q,0.49782532395717495526
84,RUPEE All-Aligned,TM_Q,0.49753952858346515341
85,RUPEE All-Aligned,TM_Q,0.49725348439131303850
86,RUPEE All-Aligned,TM_Q,0.49697027626769560407
87,RUPEE All-Aligned,TM_Q,0.49669013485778375284
88,RUPEE All-Aligned,TM_Q,0.49641284380125714683
89,RUPEE All-Aligned,TM_Q,0.49613845959886121811
90,RUPEE All-Aligned,TM_Q,0.49586670387474783683
91,RUPEE All-Aligned,TM_Q,0.49559684877530431365
92,RUPEE All-Aligned,TM_Q,0.49532947477728986212
93,RUPEE All-Aligned,TM_Q,0.49506482211133407030
94,RUPEE All-Aligned,TM_Q,0.49480247431521153405
95,RUPEE All-Aligned,TM_Q,0.49454332125427509316
96,RUPEE All-Aligned,TM_Q,0.49428714684014273197
97,RUPEE All-Aligned,TM_Q,0.49403408590164604914
98,RUPEE All-Aligned,TM_Q,0.49378338759736651365
99,RUPEE All-Aligned,TM_Q,0.49353511916084211050
100,RUPEE All-Aligned,TM_Q,0.49328967322763929244
1,RUPEE Top-Aligned,TM_Q,0.55506722235754430480
2,RUPEE Top-Aligned,TM_Q,0.54408418477744619465
3,RUPEE Top-Aligned,TM_Q,0.53847404487487381823
4,RUPEE Top-Aligned,TM_Q,0.53458548265177188470
5,RUPEE Top-Aligned,TM_Q,0.52771291839883323328
6,RUPEE Top-Aligned,TM_Q,0.52260360138409323383
7,RUPEE Top-Aligned,TM_Q,0.51826754123061736804
8,RUPEE Top-Aligned,TM_Q,0.51460277454993334606
9,RUPEE Top-Aligned,TM_Q,0.51149371244722466215
10,RUPEE Top-Aligned,TM_Q,0.50880006253023661389
11,RUPEE Top-Aligned,TM_Q,0.50644574765518222643
12,RUPEE Top-Aligned,TM_Q,0.50436957030107213284
13,RUPEE Top-Aligned,TM_Q,0.50251292148183483227
14,RUPEE Top-Aligned,TM_Q,0.50082404429771167402
15,RUPEE Top-Aligned,TM_Q,0.49925458588444707669
16,RUPEE Top-Aligned,TM_Q,0.49782049408343107476
17,RUPEE Top-Aligned,TM_Q,0.49649601593057306120
18,RUPEE Top-Aligned,TM_Q,0.49525936698650061428
19,RUPEE Top-Aligned,TM_Q,0.49410601935881650027
20,RUPEE Top-Aligned,TM_Q,0.49302156681912627915
21,RUPEE Top-Aligned,TM_Q,0.49200139124006476601
22,RUPEE Top-Aligned,TM_Q,0.49103687572657704175
23,RUPEE Top-Aligned,TM_Q,0.49012380296512792454
24,RUPEE Top-Aligned,TM_Q,0.48925417465369284409
25,RUPEE Top-Aligned,TM_Q,0.48842934964388541315
26,RUPEE Top-Aligned,TM_Q,0.48764942010665137767
27,RUPEE Top-Aligned,TM_Q,0.48690434123188878568
28,RUPEE Top-Aligned,TM_Q,0.48619159106581904397
29,RUPEE Top-Aligned,TM_Q,0.48550114186859297329
30,RUPEE Top-Aligned,TM_Q,0.48482995080261839875
31,RUPEE Top-Aligned,TM_Q,0.48417468953428669165
32,RUPEE Top-Aligned,TM_Q,0.48353805395665640144
33,RUPEE Top-Aligned,TM_Q,0.48292256425806302132
34,RUPEE Top-Aligned,TM_Q,0.48232586297033215513
35,RUPEE Top-Aligned,TM_Q,0.48174337043446818073
36,RUPEE Top-Aligned,TM_Q,0.48117724456229351987
37,RUPEE Top-Aligned,TM_Q,0.48062569755219583083
38,RUPEE Top-Aligned,TM_Q,0.48007548928759777530
39,RUPEE Top-Aligned,TM_Q,0.47953903550244557369
40,RUPEE Top-Aligned,TM_Q,0.47901206813212159139
41,RUPEE Top-Aligned,TM_Q,0.47849506608548667282
42,RUPEE Top-Aligned,TM_Q,0.47798886919619125503
43,RUPEE Top-Aligned,TM_Q,0.47749045990927229949
44,RUPEE Top-Aligned,TM_Q,0.47699857441519159466
45,RUPEE Top-Aligned,TM_Q,0.47651489884052988501
46,RUPEE Top-Aligned,TM_Q,0.47604400816629114719
47,RUPEE Top-Aligned,TM_Q,0.47558513680803603212
48,RUPEE Top-Aligned,TM_Q,0.47513517378253758528
49,RUPEE Top-Aligned,TM_Q,0.47469362384177349712
50,RUPEE Top-Aligned,TM_Q,0.47425849550950462380
51,RUPEE Top-Aligned,TM_Q,0.47383074029553133068
52,RUPEE Top-Aligned,TM_Q,0.47340477806655340309
53,RUPEE Top-Aligned,TM_Q,0.47298601203469684738
54,RUPEE Top-Aligned,TM_Q,0.47257141487750594917
55,RUPEE Top-Aligned,TM_Q,0.47216355743229891161
56,RUPEE Top-Aligned,TM_Q,0.47176274242719042489
57,RUPEE Top-Aligned,TM_Q,0.47136903881106500830
58,RUPEE Top-Aligned,TM_Q,0.47097809863670682995
59,RUPEE Top-Aligned,TM_Q,0.47058823064981976847
60,RUPEE Top-Aligned,TM_Q,0.47020550347166725009
61,RUPEE Top-Aligned,TM_Q,0.46982971693864604958
62,RUPEE Top-Aligned,TM_Q,0.46945955094871769388
63,RUPEE Top-Aligned,TM_Q,0.46909312733135209638
64,RUPEE Top-Aligned,TM_Q,0.46873138903490137012
65,RUPEE Top-Aligned,TM_Q,0.46837593831754227001
66,RUPEE Top-Aligned,TM_Q,0.46802428180925869230
67,RUPEE Top-Aligned,TM_Q,0.46767780372490177499
68,RUPEE Top-Aligned,TM_Q,0.46733751156917098181
69,RUPEE Top-Aligned,TM_Q,0.46700165828980807374
70,RUPEE Top-Aligned,TM_Q,0.46666985531991976858
71,RUPEE Top-Aligned,TM_Q,0.46634186712611954629
72,RUPEE Top-Aligned,TM_Q,0.46601784716212037903
73,RUPEE Top-Aligned,TM_Q,0.46569809341292789877
74,RUPEE Top-Aligned,TM_Q,0.46538110955357293983
75,RUPEE Top-Aligned,TM_Q,0.46506793788042793498
76,RUPEE Top-Aligned,TM_Q,0.46475800922300107834
77,RUPEE Top-Aligned,TM_Q,0.46445112226030071089
78,RUPEE Top-Aligned,TM_Q,0.46414712785970548918
79,RUPEE Top-Aligned,TM_Q,0.46384574825993645363
80,RUPEE Top-Aligned,TM_Q,0.46354694552363581035
81,RUPEE Top-Aligned,TM_Q,0.46325143632850175564
82,RUPEE Top-Aligned,TM_Q,0.46295886498815186016
83,RUPEE Top-Aligned,TM_Q,0.46266770377037800335
84,RUPEE Top-Aligned,TM_Q,0.46237850668543934303
85,RUPEE Top-Aligned,TM_Q,0.46209182650882279792
86,RUPEE Top-Aligned,TM_Q,0.46180819032208375557
87,RUPEE Top-Aligned,TM_Q,0.46152790205944354586
88,RUPEE Top-Aligned,TM_Q,0.46124975977322127996
89,RUPEE Top-Aligned,TM_Q,0.46097445131813704359
90,RUPEE Top-Aligned,TM_Q,0.46070157371096215895
91,RUPEE Top-Aligned,TM_Q,0.46043185331829903716
92,RUPEE Top-Aligned,TM_Q,0.46016545235509370371
93,RUPEE Top-Aligned,TM_Q,0.45990104015657617247
94,RUPEE Top-Aligned,TM_Q,0.45963830447934466694
95,RUPEE Top-Aligned,TM_Q,0.45937781287611332661
96,RUPEE Top-Aligned,TM_Q,0.45911948414647571826
97,RUPEE Top-Aligned,TM_Q,0.45886339024597352759
98,RUPEE Top-Aligned,TM_Q,0.45860892694667844920
99,RUPEE Top-Aligned,TM_Q,0.45835653781547156415
100,RUPEE Top-Aligned,TM_Q,0.45810660451043731025
