n,app,alg,avg_cume_score
1,mTM,TM_AVG,0.32716370101470369611
2,mTM,TM_AVG,0.32529482902684450958
3,mTM,TM_AVG,0.32710039627247602896
4,mTM,TM_AVG,0.32709826609653099974
5,mTM,TM_AVG,0.32747976915013453847
6,mTM,TM_AVG,0.32796033506047159872
7,mTM,TM_AVG,0.32935950519871063624
8,mTM,TM_AVG,0.33093706318942375707
9,mTM,TM_AVG,0.33151016191929003451
10,mTM,TM_AVG,0.33217363615711879212
1,RUPEE All-Aligned,TM_AVG,0.52095449124718454417
2,RUPEE All-Aligned,TM_AVG,0.51609444907298573191
3,RUPEE All-Aligned,TM_AVG,0.51325787398019372738
4,RUPEE All-Aligned,TM_AVG,0.51024490130503705545
5,RUPEE All-Aligned,TM_AVG,0.50741468341990406751
6,RUPEE All-Aligned,TM_AVG,0.50524652744950798192
7,RUPEE All-Aligned,TM_AVG,0.50345676858849973835
8,RUPEE All-Aligned,TM_AVG,0.50191134741727840711
9,RUPEE All-Aligned,TM_AVG,0.50043030730446932078
10,RUPEE All-Aligned,TM_AVG,0.49909846361288691175
