n,app,alg,score_type,avg_cume_score
68,RUPEE 2,TM_AVG,TM-Score,0.92539683511000336552
69,RUPEE 2,TM_AVG,TM-Score,0.92473290032701014462
70,RUPEE 2,TM_AVG,TM-Score,0.92407175437959267338
71,RUPEE 2,TM_AVG,TM-Score,0.92341184735140331410
72,RUPEE 2,TM_AVG,TM-Score,0.92276017811548256421
73,RUPEE 2,TM_AVG,TM-Score,0.92211966428005183518
74,RUPEE 2,TM_AVG,TM-Score,0.92148298592955928936
75,RUPEE 2,TM_AVG,TM-Score,0.92084752032758486985
76,RUPEE 2,TM_AVG,TM-Score,0.92021965736848821213
77,RUPEE 2,TM_AVG,TM-Score,0.91959962767170256324
78,RUPEE 2,TM_AVG,TM-Score,0.91898590919559515334
79,RUPEE 2,TM_AVG,TM-Score,0.91837856455855210257
80,RUPEE 2,TM_AVG,TM-Score,0.91777344953484838767
81,RUPEE 2,TM_AVG,TM-Score,0.91717241254707031682
82,RUPEE 2,TM_AVG,TM-Score,0.91657564351854359309
83,RUPEE 2,TM_AVG,TM-Score,0.91598192883872284819
84,RUPEE 2,TM_AVG,TM-Score,0.91538658497729522395
85,RUPEE 2,TM_AVG,TM-Score,0.91478320517739997154
86,RUPEE 2,TM_AVG,TM-Score,0.91418441509982835477
87,RUPEE 2,TM_AVG,TM-Score,0.91358638239906595527
88,RUPEE 2,TM_AVG,TM-Score,0.91299019658811615810
89,RUPEE 2,TM_AVG,TM-Score,0.91239286639009111198
90,RUPEE 2,TM_AVG,TM-Score,0.91180027794353984230
91,RUPEE 2,TM_AVG,TM-Score,0.91120697977875633349
92,RUPEE 2,TM_AVG,TM-Score,0.91060977791400487885
93,RUPEE 2,TM_AVG,TM-Score,0.91001896651538813729
94,RUPEE 2,TM_AVG,TM-Score,0.90942863172587426184
95,RUPEE 2,TM_AVG,TM-Score,0.90884039991507102983
96,RUPEE 2,TM_AVG,TM-Score,0.90825544568712267543
97,RUPEE 2,TM_AVG,TM-Score,0.90766217208281012944
98,RUPEE 2,TM_AVG,TM-Score,0.90706384344600937599
99,RUPEE 2,TM_AVG,TM-Score,0.90647092969987148978
100,RUPEE 2,TM_AVG,TM-Score,0.90586770699359328625
