n,app,alg,avg_cume_score
1,CATHEDRAL,TM_AVG,0.37104936901079136966
2,CATHEDRAL,TM_AVG,0.37482742412159083528
3,CATHEDRAL,TM_AVG,0.37540574532805360286
4,CATHEDRAL,TM_AVG,0.37606163482402891930
5,CATHEDRAL,TM_AVG,0.37393002857170427217
6,CATHEDRAL,TM_AVG,0.37337888171441350903
7,CATHEDRAL,TM_AVG,0.37213683106076158007
8,CATHEDRAL,TM_AVG,0.37097120340265979444
9,CATHEDRAL,TM_AVG,0.37026109104294820384
10,CATHEDRAL,TM_AVG,0.36952119788422780567
11,CATHEDRAL,TM_AVG,0.36799789236610094794
12,CATHEDRAL,TM_AVG,0.36706850939030962397
13,CATHEDRAL,TM_AVG,0.36627916600578169552
14,CATHEDRAL,TM_AVG,0.36573274803904852817
15,CATHEDRAL,TM_AVG,0.36459033195831778360
16,CATHEDRAL,TM_AVG,0.36409515490964537980
17,CATHEDRAL,TM_AVG,0.36320125865942284267
18,CATHEDRAL,TM_AVG,0.36291588801013158521
19,CATHEDRAL,TM_AVG,0.36246082874752166991
20,CATHEDRAL,TM_AVG,0.36171182633528188115
21,CATHEDRAL,TM_AVG,0.36117918063033158645
22,CATHEDRAL,TM_AVG,0.36034149370276405479
23,CATHEDRAL,TM_AVG,0.35970569878901321909
24,CATHEDRAL,TM_AVG,0.35930976130142802603
25,CATHEDRAL,TM_AVG,0.35865010468273757775
26,CATHEDRAL,TM_AVG,0.35842287911875961859
27,CATHEDRAL,TM_AVG,0.35811410928116740903
28,CATHEDRAL,TM_AVG,0.35781323139293303203
29,CATHEDRAL,TM_AVG,0.35767211996620337792
30,CATHEDRAL,TM_AVG,0.35708877107688106338
31,CATHEDRAL,TM_AVG,0.35679993978542723255
32,CATHEDRAL,TM_AVG,0.35639082479570942338
33,CATHEDRAL,TM_AVG,0.35588660854833700010
34,CATHEDRAL,TM_AVG,0.35546552235214936413
35,CATHEDRAL,TM_AVG,0.35511020490021146064
36,CATHEDRAL,TM_AVG,0.35500631797566345595
37,CATHEDRAL,TM_AVG,0.35457573604377478404
38,CATHEDRAL,TM_AVG,0.35417312452822121401
39,CATHEDRAL,TM_AVG,0.35380850942808537692
40,CATHEDRAL,TM_AVG,0.35377069720986106968
41,CATHEDRAL,TM_AVG,0.35332720466320299851
42,CATHEDRAL,TM_AVG,0.35280098567021199065
43,CATHEDRAL,TM_AVG,0.35255361294154424613
44,CATHEDRAL,TM_AVG,0.35229085443760944734
45,CATHEDRAL,TM_AVG,0.35200292322866710005
46,CATHEDRAL,TM_AVG,0.35170219540357613517
47,CATHEDRAL,TM_AVG,0.35130130519986245929
48,CATHEDRAL,TM_AVG,0.35108642626664835709
49,CATHEDRAL,TM_AVG,0.35080296579110188054
50,CATHEDRAL,TM_AVG,0.35048424394517014707
51,CATHEDRAL,TM_AVG,0.35038795420240243105
52,CATHEDRAL,TM_AVG,0.35018375331549912791
53,CATHEDRAL,TM_AVG,0.35004870663538512913
54,CATHEDRAL,TM_AVG,0.34982368854571944979
55,CATHEDRAL,TM_AVG,0.34958412117280246556
56,CATHEDRAL,TM_AVG,0.34935772898574377443
57,CATHEDRAL,TM_AVG,0.34910387756879417554
58,CATHEDRAL,TM_AVG,0.34881300529257567481
59,CATHEDRAL,TM_AVG,0.34851260670551790351
60,CATHEDRAL,TM_AVG,0.34837616655556081313
61,CATHEDRAL,TM_AVG,0.34818497568579448085
62,CATHEDRAL,TM_AVG,0.34797183010193627415
63,CATHEDRAL,TM_AVG,0.34773482346256922039
64,CATHEDRAL,TM_AVG,0.34757832944146263014
65,CATHEDRAL,TM_AVG,0.34733244193538386167
66,CATHEDRAL,TM_AVG,0.34702486427188930953
67,CATHEDRAL,TM_AVG,0.34689444554078408354
68,CATHEDRAL,TM_AVG,0.34668436414805136686
69,CATHEDRAL,TM_AVG,0.34650235722503026099
70,CATHEDRAL,TM_AVG,0.34633008914301357130
71,CATHEDRAL,TM_AVG,0.34617379929348310733
72,CATHEDRAL,TM_AVG,0.34608786700512280128
73,CATHEDRAL,TM_AVG,0.34597236414637061689
74,CATHEDRAL,TM_AVG,0.34571661130013314996
75,CATHEDRAL,TM_AVG,0.34550100588620696042
76,CATHEDRAL,TM_AVG,0.34536748029676480860
77,CATHEDRAL,TM_AVG,0.34518385802525082904
78,CATHEDRAL,TM_AVG,0.34498239835058372070
79,CATHEDRAL,TM_AVG,0.34480441051544563622
80,CATHEDRAL,TM_AVG,0.34464081501321186350
81,CATHEDRAL,TM_AVG,0.34451594813422080183
82,CATHEDRAL,TM_AVG,0.34435969206173966781
83,CATHEDRAL,TM_AVG,0.34420964136643512901
84,CATHEDRAL,TM_AVG,0.34402891593397423777
85,CATHEDRAL,TM_AVG,0.34390850183528505394
86,CATHEDRAL,TM_AVG,0.34378885949079693412
87,CATHEDRAL,TM_AVG,0.34361129997103509017
88,CATHEDRAL,TM_AVG,0.34349050146604840975
89,CATHEDRAL,TM_AVG,0.34330196118661738713
90,CATHEDRAL,TM_AVG,0.34316068544394039198
91,CATHEDRAL,TM_AVG,0.34299172354151383000
92,CATHEDRAL,TM_AVG,0.34281302399891388844
93,CATHEDRAL,TM_AVG,0.34264178506695935775
94,CATHEDRAL,TM_AVG,0.34251702948962916534
95,CATHEDRAL,TM_AVG,0.34237292911783044311
96,CATHEDRAL,TM_AVG,0.34228883774876097373
97,CATHEDRAL,TM_AVG,0.34216200577351542282
