n,app,alg,avg_cume_score
1,mTM,TM_Q,0.51935015060767741500
2,mTM,TM_Q,0.51725755738863270122
3,mTM,TM_Q,0.51371966452611803273
4,mTM,TM_Q,0.51093392854225486550
5,mTM,TM_Q,0.50849702688769768381
6,mTM,TM_Q,0.50649758548546228453
7,mTM,TM_Q,0.50457360488836646493
8,mTM,TM_Q,0.50279961812123867029
9,mTM,TM_Q,0.50037553376947745089
10,mTM,TM_Q,0.49825315701247482892
1,RUPEE All-Aligned,TM_Q,0.50174777936451453431
2,RUPEE All-Aligned,TM_Q,0.49656556395186269292
3,RUPEE All-Aligned,TM_Q,0.49486387441149962005
4,RUPEE All-Aligned,TM_Q,0.49238740909729207616
5,RUPEE All-Aligned,TM_Q,0.48968342850579614765
6,RUPEE All-Aligned,TM_Q,0.48786580131538055587
7,RUPEE All-Aligned,TM_Q,0.48713374836500741677
8,RUPEE All-Aligned,TM_Q,0.48667186972379329783
9,RUPEE All-Aligned,TM_Q,0.48591827979528427400
10,RUPEE All-Aligned,TM_Q,0.48511968893851929578
