n,app,avg_cume_score
13,VAST,0.45756018768160792404
14,VAST,0.45527933325262144578
15,VAST,0.45318019015071388465
16,VAST,0.45114124471209057251
17,VAST,0.44917585976487022987
18,VAST,0.44715893737016163967
19,VAST,0.44522016803047149849
20,VAST,0.44328930711017715578
21,VAST,0.44141945471901633583
22,VAST,0.43961897633391358602
23,VAST,0.43787744870656138476
24,VAST,0.43615930498784086796
25,VAST,0.43451095130953118417
26,VAST,0.43291251012226288262
27,VAST,0.43135450744562791616
28,VAST,0.42979694048580051655
29,VAST,0.42826836407010043376
30,VAST,0.42679582455324495456
31,VAST,0.42535211875562095259
32,VAST,0.42395921720747597046
33,VAST,0.42260820514342922434
34,VAST,0.42127228090915241367
35,VAST,0.41995192086451496213
36,VAST,0.41867064069690177021
37,VAST,0.41740362275252827668
38,VAST,0.41616002616974793581
39,VAST,0.41492830952960076512
40,VAST,0.41367990666548849526
41,VAST,0.41245071591164708255
42,VAST,0.41122315795920696243
43,VAST,0.40998445523467628817
44,VAST,0.40872836858099481047
45,VAST,0.40748156182920615011
46,VAST,0.40624844369882425994
47,VAST,0.40500515903738544042
48,VAST,0.40374385634336719230
49,VAST,0.40246204233992436852
50,VAST,0.40118827336371333328
51,VAST,0.39991949828744751181
52,VAST,0.39865551798192099822
53,VAST,0.39741686314130413878
54,VAST,0.39619639929560739371
55,VAST,0.39499503145793585015
56,VAST,0.39381607468679037358
57,VAST,0.39265503448653628237
58,VAST,0.39151021094909470308
59,VAST,0.39038564106205988576
60,VAST,0.38927610946662080532
61,VAST,0.38818785773531036454
62,VAST,0.38709991665134086719
63,VAST,0.38603165841615737071
64,VAST,0.38495904511482273691
65,VAST,0.38389593000193037454
66,VAST,0.38283717224739083930
67,VAST,0.38179070224467437598
68,VAST,0.38073467440279299597
69,VAST,0.37969002926510231199
70,VAST,0.37865481372504057984
71,VAST,0.37762685672526671251
72,VAST,0.37661428043765109916
73,VAST,0.37561185021573036692
74,VAST,0.37459391625766949012
75,VAST,0.37356878057791003113
76,VAST,0.37252926751572129801
