n,app,level_precision
11,RUPEE RMSD,0.685032139577594
12,RUPEE RMSD,0.675925925925926
13,RUPEE RMSD,0.66977466977467
14,RUPEE RMSD,0.668831168831169
15,RUPEE RMSD,0.663973063973064
16,RUPEE RMSD,0.658459595959596
17,RUPEE RMSD,0.656565656565657
18,RUPEE RMSD,0.64983164983165
19,RUPEE RMSD,0.646464646464647
20,RUPEE RMSD,0.646464646464647
21,RUPEE RMSD,0.642135642135642
22,RUPEE RMSD,0.63544536271809
23,RUPEE RMSD,0.632411067193676
24,RUPEE RMSD,0.629208754208754
25,RUPEE RMSD,0.625858585858586
26,RUPEE RMSD,0.621989121989122
27,RUPEE RMSD,0.617658062102507
28,RUPEE RMSD,0.615079365079365
29,RUPEE RMSD,0.612678509230233
30,RUPEE RMSD,0.60976430976431
31,RUPEE RMSD,0.605083088954057
32,RUPEE RMSD,0.602588383838384
33,RUPEE RMSD,0.60085705540251
34,RUPEE RMSD,0.595959595959596
35,RUPEE RMSD,0.593362193362193
36,RUPEE RMSD,0.589225589225589
37,RUPEE RMSD,0.586131586131586
38,RUPEE RMSD,0.582934609250399
39,RUPEE RMSD,0.579124579124579
40,RUPEE RMSD,0.574747474747475
41,RUPEE RMSD,0.571076619857108
42,RUPEE RMSD,0.568061568061568
43,RUPEE RMSD,0.565186751233263
44,RUPEE RMSD,0.56198347107438
45,RUPEE RMSD,0.558249158249158
46,RUPEE RMSD,0.556214317083882
47,RUPEE RMSD,0.554051149795831
48,RUPEE RMSD,0.551346801346801
49,RUPEE RMSD,0.548134405277262
50,RUPEE RMSD,0.546060606060606
51,RUPEE RMSD,0.544266191325015
52,RUPEE RMSD,0.541375291375291
53,RUPEE RMSD,0.539546407470936
54,RUPEE RMSD,0.53741114852226
55,RUPEE RMSD,0.535720844811754
56,RUPEE RMSD,0.533730158730159
57,RUPEE RMSD,0.533404217614744
58,RUPEE RMSD,0.531522117729014
59,RUPEE RMSD,0.529875021400445
60,RUPEE RMSD,0.528619528619529
61,RUPEE RMSD,0.527074018877298
62,RUPEE RMSD,0.524600847181492
63,RUPEE RMSD,0.522206188872856
64,RUPEE RMSD,0.520675505050505
65,RUPEE RMSD,0.519191919191919
66,RUPEE RMSD,0.517753290480563
67,RUPEE RMSD,0.515603799185889
68,RUPEE RMSD,0.513517528223411
69,RUPEE RMSD,0.511930903235251
70,RUPEE RMSD,0.50995670995671
71,RUPEE RMSD,0.508038127756438
72,RUPEE RMSD,0.505751964085297
73,RUPEE RMSD,0.503805175038052
74,RUPEE RMSD,0.502457002457002
75,RUPEE RMSD,0.500471380471381
76,RUPEE RMSD,0.499335459861776
77,RUPEE RMSD,0.496786042240588
78,RUPEE RMSD,0.494819994819995
79,RUPEE RMSD,0.49341516430124
80,RUPEE RMSD,0.491919191919192
81,RUPEE RMSD,0.489337822671156
82,RUPEE RMSD,0.48829761024883
83,RUPEE RMSD,0.487160764269198
84,RUPEE RMSD,0.485810485810486
85,RUPEE RMSD,0.484135472370766
86,RUPEE RMSD,0.482499412731971
87,RUPEE RMSD,0.480436549402067
88,RUPEE RMSD,0.478879706152433
89,RUPEE RMSD,0.477130859153331
90,RUPEE RMSD,0.475645342312009
91,RUPEE RMSD,0.473415473415473
92,RUPEE RMSD,0.471563460693895
93,RUPEE RMSD,0.469968502226567
94,RUPEE RMSD,0.468300021491511
95,RUPEE RMSD,0.466666666666667
96,RUPEE RMSD,0.465172558922559
97,RUPEE RMSD,0.463500989274185
98,RUPEE RMSD,0.462275819418677
99,RUPEE RMSD,0.460259157228854
100,RUPEE RMSD,0.458989898989899
1,RUPEE TM-Score,1
2,RUPEE TM-Score,0.98989898989899
3,RUPEE TM-Score,0.983164983164983
4,RUPEE TM-Score,0.977272727272727
5,RUPEE TM-Score,0.973737373737374
6,RUPEE TM-Score,0.968013468013468
7,RUPEE TM-Score,0.963924963924964
8,RUPEE TM-Score,0.95959595959596
9,RUPEE TM-Score,0.956228956228956
10,RUPEE TM-Score,0.950505050505051
11,RUPEE TM-Score,0.945821854912764
12,RUPEE TM-Score,0.942760942760943
13,RUPEE TM-Score,0.937839937839938
14,RUPEE TM-Score,0.932900432900433
15,RUPEE TM-Score,0.928619528619529
16,RUPEE TM-Score,0.924873737373737
17,RUPEE TM-Score,0.920974450386215
18,RUPEE TM-Score,0.91638608305275
19,RUPEE TM-Score,0.911749069643807
20,RUPEE TM-Score,0.907575757575758
21,RUPEE TM-Score,0.904761904761905
22,RUPEE TM-Score,0.902203856749311
23,RUPEE TM-Score,0.897233201581028
24,RUPEE TM-Score,0.892676767676768
25,RUPEE TM-Score,0.888888888888889
26,RUPEE TM-Score,0.885003885003885
27,RUPEE TM-Score,0.882154882154882
28,RUPEE TM-Score,0.879148629148629
29,RUPEE TM-Score,0.876001393242773
30,RUPEE TM-Score,0.872727272727273
31,RUPEE TM-Score,0.869990224828935
32,RUPEE TM-Score,0.866477272727273
33,RUPEE TM-Score,0.863789409243955
34,RUPEE TM-Score,0.860368389780155
35,RUPEE TM-Score,0.856854256854257
36,RUPEE TM-Score,0.853535353535353
37,RUPEE TM-Score,0.84984984984985
38,RUPEE TM-Score,0.845826687931951
39,RUPEE TM-Score,0.843045843045843
40,RUPEE TM-Score,0.840151515151515
41,RUPEE TM-Score,0.837644740083764
42,RUPEE TM-Score,0.834535834535835
43,RUPEE TM-Score,0.831336622034296
44,RUPEE TM-Score,0.828512396694215
45,RUPEE TM-Score,0.825140291806958
46,RUPEE TM-Score,0.821475625823452
47,RUPEE TM-Score,0.817966903073286
48,RUPEE TM-Score,0.814814814814815
49,RUPEE TM-Score,0.811172954030097
50,RUPEE TM-Score,0.807272727272727
51,RUPEE TM-Score,0.803327391562686
52,RUPEE TM-Score,0.7999222999223
53,RUPEE TM-Score,0.796836287402325
54,RUPEE TM-Score,0.793677515899738
55,RUPEE TM-Score,0.790817263544536
56,RUPEE TM-Score,0.788239538239538
57,RUPEE TM-Score,0.785043416622364
58,RUPEE TM-Score,0.781609195402299
59,RUPEE TM-Score,0.778462592021914
60,RUPEE TM-Score,0.775084175084175
61,RUPEE TM-Score,0.771982116244411
62,RUPEE TM-Score,0.768654284783317
63,RUPEE TM-Score,0.765432098765432
64,RUPEE TM-Score,0.762784090909091
65,RUPEE TM-Score,0.76006216006216
66,RUPEE TM-Score,0.757422711968166
67,RUPEE TM-Score,0.75410824664556
68,RUPEE TM-Score,0.751633986928105
69,RUPEE TM-Score,0.748792270531401
70,RUPEE TM-Score,0.745887445887446
71,RUPEE TM-Score,0.742779911793996
72,RUPEE TM-Score,0.73989898989899
73,RUPEE TM-Score,0.737235367372354
74,RUPEE TM-Score,0.734643734643735
75,RUPEE TM-Score,0.732390572390572
76,RUPEE TM-Score,0.73006379585327
77,RUPEE TM-Score,0.727797455070182
78,RUPEE TM-Score,0.725589225589226
79,RUPEE TM-Score,0.723309039764736
80,RUPEE TM-Score,0.720833333333333
81,RUPEE TM-Score,0.718418755455792
82,RUPEE TM-Score,0.716309435821631
83,RUPEE TM-Score,0.714129244249726
84,RUPEE TM-Score,0.711760461760462
85,RUPEE TM-Score,0.709685086155674
86,RUPEE TM-Score,0.707423067888184
87,RUPEE TM-Score,0.705096946476257
88,RUPEE TM-Score,0.703053259871442
89,RUPEE TM-Score,0.700715015321757
90,RUPEE TM-Score,0.698428731762065
91,RUPEE TM-Score,0.696636696636697
92,RUPEE TM-Score,0.694554238032499
93,RUPEE TM-Score,0.692516563484305
94,RUPEE TM-Score,0.690414786159467
95,RUPEE TM-Score,0.688357256778309
96,RUPEE TM-Score,0.686237373737374
97,RUPEE TM-Score,0.684577736124128
98,RUPEE TM-Score,0.682539682539683
99,RUPEE TM-Score,0.680440771349862
100,RUPEE TM-Score,0.678383838383838
