n,app,avg_cume_score
56,RUPEE Top-Aligned,3.9337109344719410
57,RUPEE Top-Aligned,3.9486346209176362
58,RUPEE Top-Aligned,3.9635471277755484
59,RUPEE Top-Aligned,3.9783995484039141
60,RUPEE Top-Aligned,3.9933832448060599
61,RUPEE Top-Aligned,4.0083661078135504
62,RUPEE Top-Aligned,4.0234247501151526
63,RUPEE Top-Aligned,4.0385425691477364
64,RUPEE Top-Aligned,4.0536367673330552
65,RUPEE Top-Aligned,4.0687205841095932
66,RUPEE Top-Aligned,4.0840894559666626
67,RUPEE Top-Aligned,4.0994510471963776
68,RUPEE Top-Aligned,4.1149093837540023
69,RUPEE Top-Aligned,4.1305578587804842
70,RUPEE Top-Aligned,4.1462226599503582
71,RUPEE Top-Aligned,4.1620207954362960
72,RUPEE Top-Aligned,4.1779238511804021
73,RUPEE Top-Aligned,4.1939459037718558
74,RUPEE Top-Aligned,4.2100268416605258
75,RUPEE Top-Aligned,4.2261345666978939
76,RUPEE Top-Aligned,4.2423357173656310
77,RUPEE Top-Aligned,4.2586243333779443
78,RUPEE Top-Aligned,4.2749606016080905
79,RUPEE Top-Aligned,4.2915018058879910
80,RUPEE Top-Aligned,4.3080812462231996
81,RUPEE Top-Aligned,4.3248889062457949
82,RUPEE Top-Aligned,4.3418315476935993
83,RUPEE Top-Aligned,4.3588781537689210
84,RUPEE Top-Aligned,4.3762243409210729
85,RUPEE Top-Aligned,4.3937891624928495
86,RUPEE Top-Aligned,4.4118148563748601
87,RUPEE Top-Aligned,4.4302059905285637
88,RUPEE Top-Aligned,4.4491744757741438
89,RUPEE Top-Aligned,4.4683874036208692
90,RUPEE Top-Aligned,4.4879219504855139
91,RUPEE Top-Aligned,4.5079771630454374
92,RUPEE Top-Aligned,4.5285473393918713
93,RUPEE Top-Aligned,4.5498060481690220
94,RUPEE Top-Aligned,4.5718021740692313
95,RUPEE Top-Aligned,4.5945760469010966
96,RUPEE Top-Aligned,4.6182500786405478
97,RUPEE Top-Aligned,4.6432399445663593
98,RUPEE Top-Aligned,4.6700335919932968
99,RUPEE Top-Aligned,4.6984133806361724
100,RUPEE Top-Aligned,4.7314275569501488
1,VAST,2.91497703288398420308
2,VAST,3.03640384763272509308
3,VAST,3.1266865558178755
4,VAST,3.2026846625281621
5,VAST,3.2603128149651924
6,VAST,3.3100365729097195
7,VAST,3.3562667973309898
8,VAST,3.3977360129612066
9,VAST,3.4356923922996374
10,VAST,3.4711066284748008
11,VAST,3.5040735896823594
12,VAST,3.5343992902214538
13,VAST,3.5635659161532590
14,VAST,3.5906226553002220
15,VAST,3.6171802269047925
16,VAST,3.6420481496244316
17,VAST,3.6658413127076452
18,VAST,3.6888982708525889
19,VAST,3.7110308276812894
20,VAST,3.7327305974739311
21,VAST,3.7536739605839080
22,VAST,3.7740115958414031
23,VAST,3.7935038293921523
24,VAST,3.8120189792178824
25,VAST,3.8301497080800590
26,VAST,3.8475461868729808
27,VAST,3.8644818272654184
28,VAST,3.8808907195204038
29,VAST,3.8966939258828355
30,VAST,3.9122267581642407
31,VAST,3.9274803235987966
32,VAST,3.9424273522707795
33,VAST,3.9572438810060272
34,VAST,3.9717563309561659
35,VAST,3.9860702803170620
36,VAST,4.0002354876508572
37,VAST,4.0140940147424483
38,VAST,4.0277926788181045
39,VAST,4.0414214572810389
40,VAST,4.0548097704123218
41,VAST,4.0680109789503740
42,VAST,4.0810692129539645
43,VAST,4.0939744525658163
44,VAST,4.1069028610257469
45,VAST,4.1197930327522279
46,VAST,4.1326618627627687
47,VAST,4.1454235112455886
48,VAST,4.1582065650410745
49,VAST,4.1708090228918722
50,VAST,4.1834274899153179
51,VAST,4.1960751630547840
52,VAST,4.2086978620825223
