n,app,level_precision
81,RUPEE Fast,0.870541838134431
82,RUPEE Fast,0.869139566395664
83,RUPEE Fast,0.867804551539491
84,RUPEE Fast,0.866501322751323
85,RUPEE Fast,0.865098039215686
86,RUPEE Fast,0.863791989664083
87,RUPEE Fast,0.862547892720307
88,RUPEE Fast,0.861205808080808
89,RUPEE Fast,0.859987515605493
90,RUPEE Fast,0.858611111111111
91,RUPEE Fast,0.857356532356532
92,RUPEE Fast,0.85612922705314
93,RUPEE Fast,0.854868578255675
94,RUPEE Fast,0.853516548463357
95,RUPEE Fast,0.852251461988304
96,RUPEE Fast,0.851012731481481
97,RUPEE Fast,0.849742268041237
98,RUPEE Fast,0.848554421768707
99,RUPEE Fast,0.847222222222222
100,RUPEE Fast,0.845888888888889
1,RUPEE RMSD,1
2,RUPEE RMSD,0.980555555555556
3,RUPEE RMSD,0.966666666666667
4,RUPEE RMSD,0.961111111111111
5,RUPEE RMSD,0.952777777777778
6,RUPEE RMSD,0.950462962962963
7,RUPEE RMSD,0.947222222222222
8,RUPEE RMSD,0.945833333333333
9,RUPEE RMSD,0.945987654320988
10,RUPEE RMSD,0.945833333333333
11,RUPEE RMSD,0.943686868686869
12,RUPEE RMSD,0.943287037037037
13,RUPEE RMSD,0.942094017094017
14,RUPEE RMSD,0.940079365079365
15,RUPEE RMSD,0.937962962962963
16,RUPEE RMSD,0.936111111111111
17,RUPEE RMSD,0.934803921568627
18,RUPEE RMSD,0.933333333333333
19,RUPEE RMSD,0.932163742690059
20,RUPEE RMSD,0.930972222222222
21,RUPEE RMSD,0.92989417989418
22,RUPEE RMSD,0.929040404040404
23,RUPEE RMSD,0.928140096618358
24,RUPEE RMSD,0.927083333333333
25,RUPEE RMSD,0.925888888888889
26,RUPEE RMSD,0.924893162393162
27,RUPEE RMSD,0.923971193415638
28,RUPEE RMSD,0.922916666666667
29,RUPEE RMSD,0.92183908045977
30,RUPEE RMSD,0.920185185185185
31,RUPEE RMSD,0.918727598566308
32,RUPEE RMSD,0.916840277777778
33,RUPEE RMSD,0.915740740740741
34,RUPEE RMSD,0.914705882352941
35,RUPEE RMSD,0.913730158730159
36,RUPEE RMSD,0.912654320987654
37,RUPEE RMSD,0.911861861861862
38,RUPEE RMSD,0.910818713450292
39,RUPEE RMSD,0.91011396011396
40,RUPEE RMSD,0.908680555555556
41,RUPEE RMSD,0.907723577235772
42,RUPEE RMSD,0.906481481481481
43,RUPEE RMSD,0.904780361757106
44,RUPEE RMSD,0.903787878787879
45,RUPEE RMSD,0.902345679012346
46,RUPEE RMSD,0.901449275362319
47,RUPEE RMSD,0.900236406619385
48,RUPEE RMSD,0.899016203703704
49,RUPEE RMSD,0.897902494331066
50,RUPEE RMSD,0.897111111111111
51,RUPEE RMSD,0.896078431372549
52,RUPEE RMSD,0.895192307692308
53,RUPEE RMSD,0.894339622641509
54,RUPEE RMSD,0.893569958847737
55,RUPEE RMSD,0.892676767676768
56,RUPEE RMSD,0.891815476190476
57,RUPEE RMSD,0.89093567251462
58,RUPEE RMSD,0.889942528735632
59,RUPEE RMSD,0.888747645951036
60,RUPEE RMSD,0.887685185185185
61,RUPEE RMSD,0.886703096539162
62,RUPEE RMSD,0.885483870967742
63,RUPEE RMSD,0.884347442680776
64,RUPEE RMSD,0.883246527777778
65,RUPEE RMSD,0.882222222222222
66,RUPEE RMSD,0.881313131313131
67,RUPEE RMSD,0.880514096185738
68,RUPEE RMSD,0.879452614379085
69,RUPEE RMSD,0.878421900161031
70,RUPEE RMSD,0.877460317460317
71,RUPEE RMSD,0.876212832550861
72,RUPEE RMSD,0.875077160493827
73,RUPEE RMSD,0.87423896499239
74,RUPEE RMSD,0.873573573573574
75,RUPEE RMSD,0.872925925925926
76,RUPEE RMSD,0.872002923976608
77,RUPEE RMSD,0.871248196248196
78,RUPEE RMSD,0.870690883190883
79,RUPEE RMSD,0.869760900140647
80,RUPEE RMSD,0.869097222222222
81,RUPEE RMSD,0.868244170096022
82,RUPEE RMSD,0.867310298102981
83,RUPEE RMSD,0.866566265060241
84,RUPEE RMSD,0.865641534391534
85,RUPEE RMSD,0.864771241830065
86,RUPEE RMSD,0.863921188630491
87,RUPEE RMSD,0.863154533844189
88,RUPEE RMSD,0.862373737373737
89,RUPEE RMSD,0.86145443196005
90,RUPEE RMSD,0.860617283950617
91,RUPEE RMSD,0.85995115995116
92,RUPEE RMSD,0.858967391304348
93,RUPEE RMSD,0.858183990442055
94,RUPEE RMSD,0.857358156028369
95,RUPEE RMSD,0.856695906432749
96,RUPEE RMSD,0.855931712962963
97,RUPEE RMSD,0.855011454753723
98,RUPEE RMSD,0.85422335600907
99,RUPEE RMSD,0.853367003367003
100,RUPEE RMSD,0.852694444444444
1,RUPEE TM-Score,1
2,RUPEE TM-Score,1
3,RUPEE TM-Score,0.993518518518518
4,RUPEE TM-Score,0.989583333333333
5,RUPEE TM-Score,0.985555555555556
6,RUPEE TM-Score,0.983796296296296
7,RUPEE TM-Score,0.982936507936508
8,RUPEE TM-Score,0.981597222222222
9,RUPEE TM-Score,0.980864197530864
10,RUPEE TM-Score,0.980555555555556
11,RUPEE TM-Score,0.980555555555556
12,RUPEE TM-Score,0.980092592592593
13,RUPEE TM-Score,0.979273504273504
14,RUPEE TM-Score,0.978571428571429
15,RUPEE TM-Score,0.978148148148148
16,RUPEE TM-Score,0.977604166666667
17,RUPEE TM-Score,0.977777777777778
18,RUPEE TM-Score,0.977314814814815
19,RUPEE TM-Score,0.976608187134503
20,RUPEE TM-Score,0.975833333333333
21,RUPEE TM-Score,0.974867724867725
22,RUPEE TM-Score,0.974368686868687
23,RUPEE TM-Score,0.973309178743961
24,RUPEE TM-Score,0.972800925925926
25,RUPEE TM-Score,0.972
26,RUPEE TM-Score,0.971474358974359
27,RUPEE TM-Score,0.971090534979424
28,RUPEE TM-Score,0.970535714285714
29,RUPEE TM-Score,0.969827586206897
30,RUPEE TM-Score,0.969351851851852
31,RUPEE TM-Score,0.968817204301075
32,RUPEE TM-Score,0.968315972222222
33,RUPEE TM-Score,0.967676767676768
34,RUPEE TM-Score,0.967238562091503
35,RUPEE TM-Score,0.966587301587302
36,RUPEE TM-Score,0.965817901234568
37,RUPEE TM-Score,0.96509009009009
38,RUPEE TM-Score,0.964254385964912
39,RUPEE TM-Score,0.963390313390313
40,RUPEE TM-Score,0.962638888888889
41,RUPEE TM-Score,0.961720867208672
42,RUPEE TM-Score,0.960912698412698
43,RUPEE TM-Score,0.959948320413437
44,RUPEE TM-Score,0.959217171717172
45,RUPEE TM-Score,0.958395061728395
46,RUPEE TM-Score,0.957608695652174
47,RUPEE TM-Score,0.956914893617021
48,RUPEE TM-Score,0.95619212962963
49,RUPEE TM-Score,0.955272108843537
50,RUPEE TM-Score,0.9545
51,RUPEE TM-Score,0.953649237472767
52,RUPEE TM-Score,0.952938034188034
53,RUPEE TM-Score,0.952358490566038
54,RUPEE TM-Score,0.951748971193416
55,RUPEE TM-Score,0.951060606060606
56,RUPEE TM-Score,0.950198412698413
57,RUPEE TM-Score,0.949366471734893
58,RUPEE TM-Score,0.948227969348659
59,RUPEE TM-Score,0.947269303201507
60,RUPEE TM-Score,0.946342592592593
61,RUPEE TM-Score,0.945355191256831
62,RUPEE TM-Score,0.944310035842294
63,RUPEE TM-Score,0.94347442680776
64,RUPEE TM-Score,0.942578125
65,RUPEE TM-Score,0.941666666666667
66,RUPEE TM-Score,0.940572390572391
67,RUPEE TM-Score,0.939593698175788
68,RUPEE TM-Score,0.938602941176471
69,RUPEE TM-Score,0.937721417069243
70,RUPEE TM-Score,0.936746031746032
71,RUPEE TM-Score,0.935719874804382
72,RUPEE TM-Score,0.934606481481482
73,RUPEE TM-Score,0.933447488584475
74,RUPEE TM-Score,0.93231981981982
75,RUPEE TM-Score,0.931259259259259
76,RUPEE TM-Score,0.93015350877193
77,RUPEE TM-Score,0.929112554112554
78,RUPEE TM-Score,0.928098290598291
79,RUPEE TM-Score,0.927074542897328
80,RUPEE TM-Score,0.926145833333333
81,RUPEE TM-Score,0.925240054869685
82,RUPEE TM-Score,0.924186991869919
83,RUPEE TM-Score,0.923226238286479
84,RUPEE TM-Score,0.922156084656085
85,RUPEE TM-Score,0.921013071895425
86,RUPEE TM-Score,0.919896640826873
87,RUPEE TM-Score,0.918933588761175
88,RUPEE TM-Score,0.91780303030303
89,RUPEE TM-Score,0.916760299625468
90,RUPEE TM-Score,0.915617283950617
91,RUPEE TM-Score,0.914468864468864
92,RUPEE TM-Score,0.913375603864734
93,RUPEE TM-Score,0.912305854241338
94,RUPEE TM-Score,0.911317966903073
95,RUPEE TM-Score,0.910263157894737
96,RUPEE TM-Score,0.909172453703704
97,RUPEE TM-Score,0.90807560137457
98,RUPEE TM-Score,0.906972789115646
99,RUPEE TM-Score,0.905864197530864
100,RUPEE TM-Score,0.904833333333333
