2fwgA00,99.2044,0
2i4aA00,86.9546,2.63
2lrcA00,82.2122,3.63
3tutA02,73.6445,6.08
1xg8A00,72.6122,5.34
1vbkA02,72.1229,9.19
3qvsA02,70.6619,9.73
1gkuB05,70.6169,9.98
2d0oB00,70.4322,4.9
3qy9A02,70.4203,11.12
3agkA03,70.0318,6.18
4p3xA03,69.8484,12.55
1eiwA00,69.3447,6.12
3sxuB00,69.2777,8.26
2j3lA01,69.2239,6.21
2dirA01,69.0469,10.87
1wzuA03,68.9176,10.85
2hy5C00,68.6635,10.95
1gr0A02,68.5267,10.73
2xw6A00,68.478,9.62
3bwvA01,68.0569,8.2
1ipaA01,68.0539,5.42
1c4kA01,67.914,6.5
1nbwB00,67.7239,13.03
4fxiA00,67.6418,8.25
2vapA02,67.514,13.17
2zf8A02,67.0521,11.18
1tbuB00,67.0419,12.39
3oonA00,66.9615,10.98
1xqbA02,66.7496,4.99
3fdjA01,66.6403,14
1o7jA02,66.6215,12.62
2i87B01,66.5786,9.16
3cg6B00,66.5251,10.87
4p3xA01,66.4003,11.79
2xwsA00,66.2669,10.32
4jgiB02,66.2469,12.01
2ynmD02,66.0507,7.02
2d5cA01,65.7739,6.2
3t38A02,65.7169,9.1
3p9zA01,65.5519,7.4
2iafA00,65.3422,11.16
3bedA00,65.3407,12.04
2xp1A01,65.3178,4.75
2qaiA00,65.286,10.8
3td3D00,65.2344,10.78
2hp0A02,65.1832,10.72
2kheA00,65.166,10.14
2zg6B01,65.131,8.38
2pjuA02,65.1253,11.95
3brcB02,64.999,7.56
3outA02,64.9045,11.67
1mzpA02,64.7691,9
3pdiD02,64.4032,8.73
1ygyB03,64.288,11.59
2q5cA02,64.276,10.52
1t1jA00,64.2456,6.78
1z2nX01,64.1138,8.33
3ojcA02,63.7224,12.66
2c4nA02,63.5613,9.79
2fqqA01,63.5354,13.57
4bt2A02,63.4732,10.29
1h05A00,63.3218,8.11
1sr8A03,63.3091,8.63
1wcwA02,63.1456,12.52
2d1pB00,63.1156,13.16
2jaxA01,63.0132,12.62
2d00A01,62.742,8.73
2himB02,62.7007,13.67
4lq4A02,62.6745,10.65
2d8mA01,62.6621,9.63
