4k8gA02,99.6134,0
3ddmA02,83.9201,2.61
2ps2A02,83.2301,2.69
2d00A01,78.6033,3.81
4p3xA03,77.7298,8.7
4r9xA00,77.2805,6.24
2bdqA00,76.2737,5.37
4jgiB02,76.1182,5.42
3ktsC00,75.8674,4.56
1q6oB00,75.7018,5.71
1x7iA00,75.1563,8.54
2vp8B00,75.1363,6.51
2eq5A02,74.3648,8.16
1o7jA02,74.1929,9.91
4p3xA02,73.9189,9.27
4mg4C00,73.8486,8.91
4beuA02,73.2404,6.39
3qfwB02,73.1394,6.47
2himB02,72.9421,6.47
3wxmB02,72.7458,6.73
4nirB00,72.4815,6.79
2pjuA02,72.2866,7.78
1ccwA00,71.9778,4.79
4cvnH00,71.727,6.77
4mm1C00,71.5739,7.26
1wlsA02,71.5518,9.34
3bulA02,71.5419,13.17
3kzpA00,71.3248,6.49
1v77A00,71.2367,5.97
2iz6A00,70.8695,11.06
1h05A00,70.7731,6.04
1gkuB05,70.7282,12.11
2nvaC02,70.4538,6.61
1kjnA00,70.4273,8.47
3qvqA00,70.2281,7.3
4jc8A01,70.2235,8.01
3s5jA02,70.0578,8.8
1y7pB02,70.0378,8.26
2jfnA01,69.9434,10.83
2ph7A02,69.7791,7.04
4bmdA01,69.7773,10.5
1cvrA01,69.7409,6.74
2d69A02,69.642,6.73
2bonA01,69.5665,9.48
1ykwA02,69.5242,6.95
2f6uA00,69.4128,5.79
2xdaA00,69.3987,5.78
1ovyA00,69.3432,8.75
4gnrA02,69.2229,7.23
2yciX00,69.1463,4.92
1vpyA00,69.1115,5.05
1j24A00,69.0667,8.25
3gdwB00,69.0318,12.77
4lq4A02,68.9858,7.65
2nlyA00,68.9659,6.39
1s3lA00,68.9634,9.39
1wcwA01,68.9358,6.08
2b99C00,68.7334,12.11
3fkqA01,68.6703,7.81
1oi7A02,68.6229,12.79
3cpgA00,68.5529,4.65
3sqlB02,68.5273,9.45
3eeqB03,68.4659,8.62
4c6sA00,68.4239,7.85
1ewqA02,68.3609,11.46
2q8pA01,68.3342,8.01
4es6A01,68.3021,6.29
1vkfB00,68.2998,7.28
4v24B01,68.2939,9.67
4bxoA01,68.2202,13.34
1lu9A01,68.1435,9.62
3lopA02,68.0666,8.41
2gfqA02,68.0382,8.37
4exbB00,68.0028,8.05
3rg8C00,67.9239,11.31
2xvyA01,67.9031,9.66
3fstA00,67.8363,5.94
2qi2A02,67.8021,8.67
1v6tA00,67.7536,5.93
3s83A00,67.7029,11.68
3pl5A01,67.6733,9.97
1t1jA00,67.667,10.6
3ub2A00,67.5758,8.99
3lwzB00,67.5566,5.94
2oogD00,67.5515,6.31
1eiwA00,67.5361,8.32
3hblD01,67.4826,11.18
