4unuA00,99.1044,0
2xzcL01,93.5744,1.13
4gxvL01,93.1876,1.35
4hu8A01,81.6325,3.98
1lxmA04,78.9225,5.67
1im3D00,77.8306,3.71
4bv1A00,77.7144,8.32
2hsiA01,77.6629,5.23
1xakA00,77.5508,4.35
3ubfA03,77.2438,4.08
3mn8B02,77.0513,3.45
1ix2A00,76.7448,4.69
2nsmA02,76.4216,3.94
2qfpA01,76.3348,4.24
1l3wA03,75.4436,4.61
4f2eA00,75.3748,4.49
4gipD03,74.8634,5.77
3im1A03,74.8618,6.99
2oezA01,74.8276,6.24
3afgA03,74.7338,5.28
1ok8A04,74.6806,4.04
3s1tA01,74.6516,4.59
1ok0A00,74.3061,5.62
2xexA03,74.1376,4.82
2ck3D01,74.0479,5.45
1svbA04,73.8867,3.65
2q0zX03,73.6868,5.28
2wanA01,73.6606,4.2
4ajyV01,73.6447,6.56
2j0wA03,73.4629,4.7
2x9xA02,73.4467,8.18
3ppeA01,73.3006,4.62
2mh4A00,73.2849,4.52
1o6vA02,73.2529,4.15
1lfwA03,73.1881,3.82
3qzbA00,73.1108,10.04
3cjkB00,73.0976,5.59
1qupA01,73.0108,5.02
2blfA02,72.9936,4.27
3qvaA00,72.7651,7.56
1d2pA02,72.7248,6.93
1s12A00,72.6566,6.7
4q14A00,72.5814,6.87
3njnA00,72.5076,4.47
4f02A01,72.4116,5.72
1nkgA02,72.3604,6.26
1u02A02,71.8179,3.84
1cwvA04,71.7973,4.97
2wnkA01,71.7124,7.29
2cwrA00,71.6948,5.5
3ur6B01,71.6832,4.34
1bu8A02,71.6313,10.98
1d2oA01,71.5574,8.36
1dceA02,71.4531,5.36
2ywkA01,71.4258,5.37
1f86A00,71.4018,4.13
3dgpB00,71.3734,8.6
1wosA02,71.2998,6.07
2kerA00,71.2716,3.84
1vloA02,71.1438,5.79
4dx5A02,70.8831,7.33
1uurA02,70.808,4.29
1o75A04,70.7757,6.44
2eqnA01,70.7598,5.59
2mcmA00,70.6715,7.67
2fdnA00,70.6432,4.43
1qexA03,70.3936,5.69
2exuA02,70.3047,4.98
2y8yA01,70.3038,8.25
1earA02,70.2307,8.6
1wsrA02,70.0473,6.52
4p72A06,70.0047,5.6
2qn6B00,69.972,5.84
4uybA02,69.9552,5.77
1tuwA00,69.9213,4.18
1eaqB00,69.7773,3.87
2hczX02,69.7441,6.36
1tz0B00,69.6806,7.49
3c19A01,69.6548,8.85
3og2A03,69.5838,4.56
1utaA00,69.5805,5.58
2mkyA00,69.542,8.16
3kptA02,69.5381,4.33
3ndzE00,69.4374,5.5
3dclA02,69.3638,6.76
4ca9A00,69.2148,7.96
3gb0A02,69.1769,4.3
2oznA00,69.0782,4.63
1pm4A00,68.9725,5.97
1l6pA00,68.9298,9.05
2ywwA01,68.8973,5.87
1h6uA03,68.7231,4.6
2x3dF01,68.6096,5.76
1wmdA02,68.5125,8.28
1akpA00,68.5036,8.09
2wnkA02,68.2713,7.49
2jz5A00,68.1973,8.68
4jcwA02,68.182,5.48
2w07B01,68.0918,9.81
1o75A03,68.058,5.13
2ijrA01,67.9047,3.97
3l81A02,67.8352,6.85
3ce8A00,67.7898,6.62
1sqgA03,67.762,8.42
1ig3A01,67.6848,7.98
2fhfA02,67.6736,8.41
2vo8A00,67.5518,4.2
4i6yA02,67.5251,4.9
3gd4B03,67.5138,7.39
3bvxA05,67.4767,7.04
2cveA02,67.3931,9.33
1xf1A03,67.1839,10.17
4hsqA01,67.0354,6.7
3aabB00,66.9713,8.21
3eh2A03,66.9494,5.04
1qexA02,66.8431,8.68
3zzlA00,66.8045,14
2r4fA03,66.7824,5.31
4g65A04,66.772,7.76
