n,app,alg,avg_cume_score
1,CATHEDRAL,TM_AVG,0.97169245104553090657
2,CATHEDRAL,TM_AVG,0.86403099041850270566
3,CATHEDRAL,TM_AVG,0.79446435433523818047
4,CATHEDRAL,TM_AVG,0.70684663798401359884
5,CATHEDRAL,TM_AVG,0.64989141538204613776
6,CATHEDRAL,TM_AVG,0.60743958420436069022
7,CATHEDRAL,TM_AVG,0.57946025516722875189
8,CATHEDRAL,TM_AVG,0.55729466297020950563
9,CATHEDRAL,TM_AVG,0.53858890675918639552
10,CATHEDRAL,TM_AVG,0.52406973787604048999
11,CATHEDRAL,TM_AVG,0.51180421675767025696
12,CATHEDRAL,TM_AVG,0.50142484688281472099
13,CATHEDRAL,TM_AVG,0.49203935912662985727
14,CATHEDRAL,TM_AVG,0.48379730548421804039
15,CATHEDRAL,TM_AVG,0.47760274413336126801
16,CATHEDRAL,TM_AVG,0.47186165947904787053
17,CATHEDRAL,TM_AVG,0.46706493120329375892
18,CATHEDRAL,TM_AVG,0.46278215241381599353
19,CATHEDRAL,TM_AVG,0.45817092774661387781
20,CATHEDRAL,TM_AVG,0.45387930270732447544
21,CATHEDRAL,TM_AVG,0.45038227684107603400
22,CATHEDRAL,TM_AVG,0.44713511742654686417
23,CATHEDRAL,TM_AVG,0.44396013864168344516
24,CATHEDRAL,TM_AVG,0.44048648731820780303
25,CATHEDRAL,TM_AVG,0.43742543758374078813
26,CATHEDRAL,TM_AVG,0.43493628061360296370
27,CATHEDRAL,TM_AVG,0.43248991354061236493
28,CATHEDRAL,TM_AVG,0.43016545529126452534
29,CATHEDRAL,TM_AVG,0.42793712198892520346
30,CATHEDRAL,TM_AVG,0.42613587717544408321
31,CATHEDRAL,TM_AVG,0.42373401598953566373
32,CATHEDRAL,TM_AVG,0.42196517032927572748
33,CATHEDRAL,TM_AVG,0.42017166110617749296
34,CATHEDRAL,TM_AVG,0.41855807204393507060
35,CATHEDRAL,TM_AVG,0.41695881980780804003
36,CATHEDRAL,TM_AVG,0.41555606020471042029
37,CATHEDRAL,TM_AVG,0.41444414026402546360
38,CATHEDRAL,TM_AVG,0.41311116029337784914
39,CATHEDRAL,TM_AVG,0.41176320103177845070
40,CATHEDRAL,TM_AVG,0.41018631113556265167
41,CATHEDRAL,TM_AVG,0.40896598174853697072
42,CATHEDRAL,TM_AVG,0.40782664284510628653
43,CATHEDRAL,TM_AVG,0.40676310811988333450
44,CATHEDRAL,TM_AVG,0.40575442620651662806
45,CATHEDRAL,TM_AVG,0.40452387354704717330
46,CATHEDRAL,TM_AVG,0.40349597891886475326
47,CATHEDRAL,TM_AVG,0.40243213919555783212
48,CATHEDRAL,TM_AVG,0.40158022651382124554
49,CATHEDRAL,TM_AVG,0.40066345544320851949
50,CATHEDRAL,TM_AVG,0.40007865530908290454
51,CATHEDRAL,TM_AVG,0.39937198697398714685
52,CATHEDRAL,TM_AVG,0.39851478923655807469
53,CATHEDRAL,TM_AVG,0.39780256323083666246
54,CATHEDRAL,TM_AVG,0.39683079629416929624
55,CATHEDRAL,TM_AVG,0.39599320898969282658
56,CATHEDRAL,TM_AVG,0.39540537776886358823
57,CATHEDRAL,TM_AVG,0.39478732765833894285
58,CATHEDRAL,TM_AVG,0.39418341434565483011
59,CATHEDRAL,TM_AVG,0.39360122890015168347
60,CATHEDRAL,TM_AVG,0.39279751141925816243
61,CATHEDRAL,TM_AVG,0.39229503621846153328
62,CATHEDRAL,TM_AVG,0.39167307646946047357
63,CATHEDRAL,TM_AVG,0.39090201623415778047
64,CATHEDRAL,TM_AVG,0.39033500935200824553
65,CATHEDRAL,TM_AVG,0.38987283940511983045
66,CATHEDRAL,TM_AVG,0.38934629154906699688
67,CATHEDRAL,TM_AVG,0.38871486516779863161
68,CATHEDRAL,TM_AVG,0.38817320213743442718
69,CATHEDRAL,TM_AVG,0.38761636393702102276
70,CATHEDRAL,TM_AVG,0.38718532402908405414
71,CATHEDRAL,TM_AVG,0.38667616801627203354
72,CATHEDRAL,TM_AVG,0.38607617123456138198
73,CATHEDRAL,TM_AVG,0.38564284439410704536
74,CATHEDRAL,TM_AVG,0.38515126836027757530
75,CATHEDRAL,TM_AVG,0.38468776988981619563
76,CATHEDRAL,TM_AVG,0.38437151049727824995
77,CATHEDRAL,TM_AVG,0.38400225689264842248
78,CATHEDRAL,TM_AVG,0.38360374550214370817
79,CATHEDRAL,TM_AVG,0.38322128664410221569
80,CATHEDRAL,TM_AVG,0.38281786214775090499
81,CATHEDRAL,TM_AVG,0.38234566430084939779
82,CATHEDRAL,TM_AVG,0.38198814813520266076
83,CATHEDRAL,TM_AVG,0.38167908740773251515
84,CATHEDRAL,TM_AVG,0.38126148998199361134
85,CATHEDRAL,TM_AVG,0.38092440816359001111
86,CATHEDRAL,TM_AVG,0.38042833164346826740
87,CATHEDRAL,TM_AVG,0.38012893909615974870
88,CATHEDRAL,TM_AVG,0.37979166314252530101
89,CATHEDRAL,TM_AVG,0.37938576608421521198
90,CATHEDRAL,TM_AVG,0.37908211867247744239
91,CATHEDRAL,TM_AVG,0.37866085849874479922
92,CATHEDRAL,TM_AVG,0.37829033055679435044
93,CATHEDRAL,TM_AVG,0.37787112958843369100
94,CATHEDRAL,TM_AVG,0.37766536588055261118
95,CATHEDRAL,TM_AVG,0.37737754284421621810
96,CATHEDRAL,TM_AVG,0.37699845044716652224
97,CATHEDRAL,TM_AVG,0.37675090782537242916
98,CATHEDRAL,TM_AVG,0.37645117507534778270
99,CATHEDRAL,TM_AVG,0.37621961644886848674
100,CATHEDRAL,TM_AVG,0.37597137483137954632
1,RUPEE Top-Aligned,TM_AVG,1.00000000000000000000
2,RUPEE Top-Aligned,TM_AVG,0.91561455042269671768
3,RUPEE Top-Aligned,TM_AVG,0.87602723877667213007
4,RUPEE Top-Aligned,TM_AVG,0.85015169819628145758
5,RUPEE Top-Aligned,TM_AVG,0.83033598299061766545
6,RUPEE Top-Aligned,TM_AVG,0.81506368796979613468
7,RUPEE Top-Aligned,TM_AVG,0.80229869461271500166
8,RUPEE Top-Aligned,TM_AVG,0.79117102307810743730
9,RUPEE Top-Aligned,TM_AVG,0.78158914091231775388
10,RUPEE Top-Aligned,TM_AVG,0.77296792392044850965
11,RUPEE Top-Aligned,TM_AVG,0.76529945649500681570
12,RUPEE Top-Aligned,TM_AVG,0.75845077753209737027
13,RUPEE Top-Aligned,TM_AVG,0.75187928851623689323
14,RUPEE Top-Aligned,TM_AVG,0.74593560542217823463
15,RUPEE Top-Aligned,TM_AVG,0.74050274688224389249
16,RUPEE Top-Aligned,TM_AVG,0.73550169815179338039
17,RUPEE Top-Aligned,TM_AVG,0.73082925970355513982
18,RUPEE Top-Aligned,TM_AVG,0.72639477249255191749
19,RUPEE Top-Aligned,TM_AVG,0.72223948734999419644
20,RUPEE Top-Aligned,TM_AVG,0.71831153285017992642
21,RUPEE Top-Aligned,TM_AVG,0.71456279780944429916
22,RUPEE Top-Aligned,TM_AVG,0.71099469062315754873
23,RUPEE Top-Aligned,TM_AVG,0.70758409769491009231
24,RUPEE Top-Aligned,TM_AVG,0.70435335157175629539
25,RUPEE Top-Aligned,TM_AVG,0.70126644181302117098
26,RUPEE Top-Aligned,TM_AVG,0.69829021658859929983
27,RUPEE Top-Aligned,TM_AVG,0.69538586190307018538
28,RUPEE Top-Aligned,TM_AVG,0.69259105459859195003
29,RUPEE Top-Aligned,TM_AVG,0.68988036276900442859
30,RUPEE Top-Aligned,TM_AVG,0.68720758749245777241
31,RUPEE Top-Aligned,TM_AVG,0.68463703741599036946
32,RUPEE Top-Aligned,TM_AVG,0.68208599642694273993
33,RUPEE Top-Aligned,TM_AVG,0.67957970813185367625
34,RUPEE Top-Aligned,TM_AVG,0.67713501354251751463
35,RUPEE Top-Aligned,TM_AVG,0.67468469545134180025
36,RUPEE Top-Aligned,TM_AVG,0.67227109647744915127
37,RUPEE Top-Aligned,TM_AVG,0.66991108621097640073
38,RUPEE Top-Aligned,TM_AVG,0.66760926756917113675
39,RUPEE Top-Aligned,TM_AVG,0.66533894037235461927
40,RUPEE Top-Aligned,TM_AVG,0.66313233262262806913
41,RUPEE Top-Aligned,TM_AVG,0.66098420883239578508
42,RUPEE Top-Aligned,TM_AVG,0.65887559016396526545
43,RUPEE Top-Aligned,TM_AVG,0.65680847907951065098
44,RUPEE Top-Aligned,TM_AVG,0.65477581804396559879
45,RUPEE Top-Aligned,TM_AVG,0.65277549375366349820
46,RUPEE Top-Aligned,TM_AVG,0.65080943563525256176
47,RUPEE Top-Aligned,TM_AVG,0.64885677133698426364
48,RUPEE Top-Aligned,TM_AVG,0.64693563204319336735
49,RUPEE Top-Aligned,TM_AVG,0.64504187596011043143
50,RUPEE Top-Aligned,TM_AVG,0.64316622373462275825
51,RUPEE Top-Aligned,TM_AVG,0.64132885637633758080
52,RUPEE Top-Aligned,TM_AVG,0.63952250869922234825
53,RUPEE Top-Aligned,TM_AVG,0.63774511547244665842
54,RUPEE Top-Aligned,TM_AVG,0.63599786613241124710
55,RUPEE Top-Aligned,TM_AVG,0.63428506340280184887
56,RUPEE Top-Aligned,TM_AVG,0.63260006617396224475
57,RUPEE Top-Aligned,TM_AVG,0.63087351108971589656
58,RUPEE Top-Aligned,TM_AVG,0.62915219766339394398
59,RUPEE Top-Aligned,TM_AVG,0.62746116690337014943
60,RUPEE Top-Aligned,TM_AVG,0.62580408131144778858
61,RUPEE Top-Aligned,TM_AVG,0.62417608783539557664
62,RUPEE Top-Aligned,TM_AVG,0.62258221974648025712
63,RUPEE Top-Aligned,TM_AVG,0.62101966190284467304
64,RUPEE Top-Aligned,TM_AVG,0.61948432794788886238
65,RUPEE Top-Aligned,TM_AVG,0.61797474572982653396
66,RUPEE Top-Aligned,TM_AVG,0.61649103596602307302
67,RUPEE Top-Aligned,TM_AVG,0.61501693673753071680
68,RUPEE Top-Aligned,TM_AVG,0.61357151357897197972
69,RUPEE Top-Aligned,TM_AVG,0.61215056189217208516
70,RUPEE Top-Aligned,TM_AVG,0.61074066381794630457
71,RUPEE Top-Aligned,TM_AVG,0.60935374339973517435
72,RUPEE Top-Aligned,TM_AVG,0.60799079815223283755
73,RUPEE Top-Aligned,TM_AVG,0.60665319645799707920
74,RUPEE Top-Aligned,TM_AVG,0.60533987455878689096
75,RUPEE Top-Aligned,TM_AVG,0.60404958644217221782
76,RUPEE Top-Aligned,TM_AVG,0.60277893153799436930
77,RUPEE Top-Aligned,TM_AVG,0.60152977149480262487
78,RUPEE Top-Aligned,TM_AVG,0.60029878225902785746
79,RUPEE Top-Aligned,TM_AVG,0.59908736140174176811
80,RUPEE Top-Aligned,TM_AVG,0.59789654463750624612
81,RUPEE Top-Aligned,TM_AVG,0.59672411744081584302
82,RUPEE Top-Aligned,TM_AVG,0.59557007131334859736
83,RUPEE Top-Aligned,TM_AVG,0.59443536757479414250
84,RUPEE Top-Aligned,TM_AVG,0.59331240664607058930
85,RUPEE Top-Aligned,TM_AVG,0.59220398898090657538
86,RUPEE Top-Aligned,TM_AVG,0.59110687030714972056
87,RUPEE Top-Aligned,TM_AVG,0.59002716083835105058
88,RUPEE Top-Aligned,TM_AVG,0.58896320661569959915
89,RUPEE Top-Aligned,TM_AVG,0.58791376039927937904
90,RUPEE Top-Aligned,TM_AVG,0.58687761705133485110
91,RUPEE Top-Aligned,TM_AVG,0.58585518735133249369
92,RUPEE Top-Aligned,TM_AVG,0.58484569918818971120
93,RUPEE Top-Aligned,TM_AVG,0.58383356093783056617
94,RUPEE Top-Aligned,TM_AVG,0.58283279497853220614
95,RUPEE Top-Aligned,TM_AVG,0.58184471017257876234
96,RUPEE Top-Aligned,TM_AVG,0.58086899196444547648
97,RUPEE Top-Aligned,TM_AVG,0.57990593565532331954
98,RUPEE Top-Aligned,TM_AVG,0.57895390650099675449
99,RUPEE Top-Aligned,TM_AVG,0.57801276797730592279
100,RUPEE Top-Aligned,TM_AVG,0.57707794319078534142
